img_name,size
1221-child_frame-5192_toy-3.jpg,0.050130208333333336
1226-child_frame-1591_toy-3.jpg,0.04662109375
1237-child_frame-3124_toy-3.jpg,0.040625
1214-child_frame-1463_toy-3.jpg,0.10080729166666667
1214-child_frame-4103_toy-3.jpg,0.3392740885416667
1215-child_frame-145_toy-3.jpg,0.248203125
1214-child_frame-72_toy-3.jpg,0.08865234375
1221-child_frame-5182_toy-3.jpg,0.04112955729166667
1226-child_frame-1656_toy-3.jpg,0.1421875
1215-child_frame-156_toy-3.jpg,0.2621940104166667
1213-child_frame-2615_toy-3.jpg,0.07395833333333333
1206-child_frame-252_toy-3.jpg,0.12173828125
1236-child_frame-1636_toy-3.jpg,0.12065104166666667
1214-child_frame-4489_toy-3.jpg,0.110400390625
1234-child_frame-2965_toy-3.jpg,0.12278645833333333
1215-child_frame-1026_toy-3.jpg,0.17713541666666666
1203-child_frame-1464_toy-3.jpg,0.03271122685185185
1227-child_frame-705_toy-3.jpg,0.11474609375
1214-child_frame-1385_toy-3.jpg,0.07966145833333334
1214-child_frame-4506_toy-3.jpg,0.15095703125
1216-child_frame-4931_toy-3.jpg,0.09467122395833333
1236-child_frame-1745_toy-3.jpg,0.048854166666666664
1213-child_frame-2564_toy-3.jpg,0.12138020833333334
1227-child_frame-224_toy-3.jpg,0.23848958333333334
1214-child_frame-1885_toy-3.jpg,0.05779947916666667
1227-child_frame-414_toy-3.jpg,0.20858072916666667
1213-child_frame-1667_toy-3.jpg,0.0791015625
1226-child_frame-3167_toy-3.jpg,0.10466796875
1215-child_frame-934_toy-3.jpg,0.10091145833333333
1220-child_frame-1454_toy-3.jpg,0.060950520833333334
1214-child_frame-1402_toy-3.jpg,0.09073567708333333
1216-child_frame-4459_toy-3.jpg,0.0810546875
1217-child_frame-937_toy-3.jpg,0.12819661458333334
1214-child_frame-1891_toy-3.jpg,0.091640625
1214-child_frame-4493_toy-3.jpg,0.11602864583333333
1231-child_frame-4642_toy-3.jpg,0.04231119791666667
1231-child_frame-4563_toy-3.jpg,0.29787109375
1239-child_frame-4949_toy-3.jpg,0.12536458333333333
1214-child_frame-4191_toy-3.jpg,0.13625
1236-child_frame-865_toy-3.jpg,0.0875
1213-child_frame-1744_toy-3.jpg,0.04638671875
1206-child_frame-1572_toy-3.jpg,0.09927734375
1204-child_frame-2816_toy-3.jpg,0.004392361111111111
1219-child_frame-4543_toy-3.jpg,0.10375
1222-child_frame-1184_toy-3.jpg,0.05699869791666667
1214-child_frame-671_toy-3.jpg,0.05646484375
1222-child_frame-1234_toy-3.jpg,0.057685546875
1227-child_frame-189_toy-3.jpg,0.2001953125
1208-child_frame-4268_toy-3.jpg,0.17923828125
1227-child_frame-130_toy-3.jpg,0.138203125
